state,resource,row_category,historical_label,counterfactual_label,driving_basis,current_value,proposed_value,decision,issue_type,chronology_note,regional_claim_note,full_state_footprint,primary_district_or_belt,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,state_pass_index,family_rewrite_triggered,notes
Eastern Cape,Oil (undiscovered),Special Resource,indirect_historical_support,rejected_counterfactual,exception,0,0,keep,counterfactual checked and rejected,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,Full Eastern Cape / STATE_EASTERN_CAPE split-state footprint,Mixed-farming interior and Tsitsikamma-Outeniqua coastal belt,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Oil (undiscovered) row in the proposal registry.,,,,0,no,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state. | Explicit zero retained for oil until a localized petroleum target row is frozen. | Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.
Eastern Cape,Rubber (discovered),Special Resource,indirect_historical_support,rejected_counterfactual,exception,0,0,keep,counterfactual checked and rejected,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Proposal registry does not defend a discovered rubber slot here.,Full Eastern Cape / STATE_EASTERN_CAPE split-state footprint,Mixed-farming interior and Tsitsikamma-Outeniqua coastal belt,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Rubber (discovered) row in the proposal registry.,,,,0,no,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass. | Explicit zero retained for discovered rubber until localized plantation evidence is frozen. | Proposal registry does not defend a discovered rubber slot here.
Eastern Cape,Rubber (undiscovered),Special Resource,indirect_historical_support,rejected_counterfactual,exception,0,0,keep,counterfactual checked and rejected,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,Eastern Cape is a mixed-farming and stock state rather than a localized rubber belt.,Full Eastern Cape / STATE_EASTERN_CAPE split-state footprint,Mixed-farming interior and Tsitsikamma-Outeniqua coastal belt,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Cape / Rubber (undiscovered) row in the proposal registry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Eastern Cape analogues are mixed-farming and grazing systems, not rubber-plantation states.",0,no,Latent-rubber model keeps this row as an explicit zero exception because the audited state footprint does not support a bounded plantation slot. | Explicit zero retained under the latent-rubber model because the audited state footprint does not support a bounded plantation slot. | Proposal registry rejects a latent rubber slot here; broad tropical suitability is not enough to keep the cap enabled.
West Transvaal,Arable Land,Arable,indirect_historical_support,bounded_counterfactual,counterfactual,50,17,lower,formula-driven,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,West Transvaal arable capacity uses a bounded Gauteng/interior plateau proxy.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,West Transvaal section; maize belt with strong ranching base and minor tobacco support.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,West Transvaal comparator basket and weighted agricultural matches.,0,no,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired. | Arable now uses direct land-capacity x with no legacy output-gap Y or GDP/output smoothing. | Land-capacity model replaces the old output-gap reconstruction for arable rows.
West Transvaal,Wheat Farm,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Wheat Farm is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Livestock Ranch,Arable Resource,direct_historical_support,not_needed,unchanged_baseline,yes,yes,keep,researched_and_live,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,No broader regional claim is driving the row; the reviewed crop basket is state-specific.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,"Livestock Ranch is inside the reviewed West Transvaal basket: The western Transvaal/Highveld grain belt is best read as maize, millet, livestock, with only a smaller tobacco allowance."
West Transvaal,Vineyard,Arable Resource,no_material_historical_support,rejected_counterfactual,historical,yes,no,flip_yes_no,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Vineyard is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Tea Plantation,Arable Resource,no_material_historical_support,rejected_counterfactual,historical,yes,no,flip_yes_no,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Tea Plantation is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Maize Farm,Arable Resource,direct_historical_support,not_needed,historical,no,yes,flip_yes_no,researched_and_live,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,No broader regional claim is driving the row; the reviewed crop basket is state-specific.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,"Maize Farm is inside the reviewed West Transvaal basket: The western Transvaal/Highveld grain belt is best read as maize, millet, livestock, with only a smaller tobacco allowance."
West Transvaal,Millet Farm,Arable Resource,direct_historical_support,not_needed,unchanged_baseline,yes,yes,keep,researched_and_live,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,No broader regional claim is driving the row; the reviewed crop basket is state-specific.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,"Millet Farm is inside the reviewed West Transvaal basket: The western Transvaal/Highveld grain belt is best read as maize, millet, livestock, with only a smaller tobacco allowance."
West Transvaal,Sugar Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Sugar Plantation is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Tobacco Plantation,Arable Resource,direct_historical_support,not_needed,historical,no,yes,flip_yes_no,researched_and_live,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,No broader regional claim is driving the row; the reviewed crop basket is state-specific.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,"Tobacco Plantation is inside the reviewed West Transvaal basket: The western Transvaal/Highveld grain belt is best read as maize, millet, livestock, with only a smaller tobacco allowance."
West Transvaal,Banana Plantation,Arable Resource,no_material_historical_support,rejected_counterfactual,historical,yes,no,flip_yes_no,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Banana Plantation is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Coffee Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Coffee Plantation is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Cotton Plantation,Arable Resource,no_material_historical_support,rejected_counterfactual,historical,yes,no,flip_yes_no,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Cotton Plantation is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Rice Farm,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Rice Farm is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Dye Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Dye Plantation is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Opium,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Opium is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Silk Plantation,Arable Resource,no_material_historical_support,not_needed,unchanged_baseline,no,no,keep,excluded,Gameplay crop availability is reviewed against the 1836-1936 state basket rather than a single-year output series.,Broader climatic or neighboring analogies are not treated as local support when the reviewed basket excludes the crop.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West row: maize, millet, livestock strong; tobacco weaker. Gauteng row: maize and livestock strong; tobacco only small.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,[^gau]: Gauteng is mainly urban but retains maize/sorghum/groundnut and dairy farming; [^ncnw] gives the adjacent North West maize-and-stock profile.,0,no,Silk Plantation is outside the reviewed West Transvaal basket: This inland plateau is not a humid plantation or vineyard zone.
West Transvaal,Coal Mine,Capped Resource,direct_historical_support,not_needed,historical,104,5,lower,formula-driven,Representative year keeps the South Rand coalfield in view so West Transvaal retains a real but clearly secondary coal row instead of inheriting eastern Transvaal scale.,"The western Transvaal coal story is the South Rand/Vereeniging fringe: real and historical, but much smaller than the eastern Transvaal coalfields.",Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Statesman's Year-Book 1913 – Transvaal Province,https://en.wikisource.org/wiki/Page%3AStatesman%27s_Year-Book_1913.djvu/341,"Production and Industry section, mineral output table: coal sold in 1910 = 3,970,069 tons and in 1911 = 4,343,680 tons.",South Africa's Coalfields – A 2014 Perspective,https://pure.port.ac.uk/ws/portalfiles/portal/7408362/South_Africa_s_coalfields.pdf,"South Rand Coalfield section: Springfield Colliery was started in 1948 at the rate of 200,000 tpm.",0,no,"Kept a small coal row because the western split still touches the South Rand coalfield and broader Transvaal coal output, but it is not the main Mpumalanga coal basin. | Coal stays enabled in West Transvaal because the state has a real western coal fringe even after the split, but the row remains far below Eastern Transvaal. | The western Transvaal coal story is the South Rand/Vereeniging fringe: real and historical, but much smaller than the eastern Transvaal coalfields."
West Transvaal,Fishing,Capped Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",,,,,,,0,no,explicit exception
West Transvaal,Gold Mine,Capped Resource,indirect_historical_support,rejected_counterfactual,exception,0,0,keep,counterfactual checked and rejected,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,0,no,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon. | Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent. | Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.
West Transvaal,Iron Mine,Capped Resource,indirect_historical_support,bounded_counterfactual,counterfactual,60,1,lower,proxy moderation,The state pass keeps the Pretoria series on the package's shared 1940-equivalent horizon rather than reverting Iron Mine to a closest-to-1936 rule.,Magaliesberg-Marico ore potential confirms local counterfactual support but does not inflate the row beyond the Pretoria-based bounded series.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Water and Wastewater Management in the Iron and Steel Industry (Ed. 1),https://www.wrc.org.za/wp-content/uploads/mdocs/TT%20705-16.pdf,p. 21: Pretoria West's ferrous ore mine produced approximately 4 000 tonnes of pig iron between 1918 and 1921.,Projected Pretoria 1940 target via global Iron Mine growth rates,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/Spes Bona - A Southern Africa Flavour Pack/Docs/resources/data/raw/growth_anchor_series.csv,The Pretoria pig-iron chain is carried forward to the 1940 target horizon via the package's frozen Iron Mine growth series.,0,no,Kept a one-cap bounded iron row by projecting the 1918 Pretoria pig-iron anchor into the package's common 1940-equivalent frame; Magaliesberg-Marico evidence supports local potential but not a larger commercial basin. | West Transvaal keeps a one-cap bounded iron row within the 1940-equivalent non-land framework; Pretoria history is direct while broader belt evidence remains bounded counterfactual support. | Magaliesberg-Marico ore potential confirms local counterfactual support but does not inflate the row beyond the Pretoria-based bounded series.
West Transvaal,Lead Mine,Capped Resource,indirect_historical_support,rejected_counterfactual,exception,0,0,keep,geography,The provisional Argent lead anchor was rechecked and rejected for the western split because the reviewed locality evidence places Argent east of Delmas in Mpumalanga.,Broader Transvaal lead claims are not treated as local support when the cited Argent district sits in the eastern split rather than the western Gauteng/Klerksdorp state.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Argent Silver Mine | The South African Archaeological Society,https://www.archaeology.org.za/events/argent-silver-mine,"Directions place Argent on the N12 toward Witbank, about 20 km beyond the Delmas on-ramp, at the Argent-Dwaarsfontein turnoff.","East Trench, Transvaal Mine, Dwarsfontein Farm, Argent, Delmas, Victor Khanye Local Municipality, Nkangala District Municipality, Mpumalanga, South Africa",https://www.mindat.org/loc-53781.html,"The mine locality is listed in Victor Khanye, Nkangala District, Mpumalanga, with Delmas as the nearest settlement.",0,no,"Removed the West Transvaal lead row because the Argent/Transvaal lead district used by the provisional formula lies east of Delmas in Mpumalanga, outside the western split. | Explicit zero retained because the only surviving lead target observation was mislocalized to the western split. | Broader Transvaal lead claims are not treated as local support when the cited Argent district sits in the eastern split rather than the western Gauteng/Klerksdorp state."
West Transvaal,Sulfur Mine,Capped Resource,no_material_historical_support,rejected_counterfactual,exception,0,0,keep,explicit exception,Representative year is audit metadata only for this public row.,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",,,,,,,0,no,explicit exception
West Transvaal,Whaling,Capped Resource,indirect_historical_support,rejected_counterfactual,exception,0,0,keep,counterfactual checked and rejected,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",0,no,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon. | Explicit zero retained for whaling because the state fails the commercial whaling slot test. | Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.
West Transvaal,Wood,Capped Resource,indirect_historical_support,rejected_counterfactual,exception,5,0,convert_to_exception,explicit exception,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,West Transvaal has no distinct commercial forestry slot; wooded land does not drive x.,Gauteng plus the interior plateau and mining-linked side of the old North West / western Transvaal split,"Gauteng-linked western Highveld, Magaliesberg-Marico interior, and eastern old-North-West plateau",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies.",0,no,Potential-forestry model keeps this row as an explicit zero exception; wooded land alone does not count as commercial forestry. | Explicit zero retained under the potential-forestry model because the audited footprint lacks a defensible commercial forestry belt.
