state,resource,resource_family,status,final_audited_cap,earliest_commercial_activity_year,flagship_scale_year,representative_max_year,representative_max_output,year_selection_reason,counterevidence_status,counterevidence_note,plausibility_1936_status,observed_output_x_reason,y_basis,y_reason,y_counterevidence_trigger,y_quantification_method,z_reason,audit_class,gdp_geography_used,gdp_geography_level,gdp_anchor_year,gdp_value_at_anchor_year,selection_mode,gdp_distance_ratio,selection_note,family_normalising_constant,family_constant_purpose,adjustment_key,exception_status,problem_type,adjustment_reason,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator
West Transvaal,Iron Mine,Iron Mine,formula-driven,1,1918,1940,1940,874.3384271678818,The state pass keeps the Pretoria series on the package's shared 1940-equivalent horizon rather than reverting Iron Mine to a closest-to-1936 rule.,supports,Magaliesberg-Marico ore potential confirms local counterfactual support but does not inflate the row beyond the Pretoria-based bounded series.,pass,Observed x uses the Pretoria pig-iron anchor as a bounded local series and projects it into the common 1940-equivalent frame.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No chronology haircut applies because the Pretoria row is already projected to the 1940 target horizon.,proxy,South Africa,national,2008,10977.146797,gdp_match,0.6871339677891655,Selected candidate year 1940 because its GDP per capita is closest to the GBR 1940 reference anchor.,,,,,proxy moderation,Kept a one-cap bounded iron row by projecting the 1918 Pretoria pig-iron anchor into the package's common 1940-equivalent frame; Magaliesberg-Marico evidence supports local potential but not a larger commercial basin.,Water and Wastewater Management in the Iron and Steel Industry (Ed. 1),https://www.wrc.org.za/wp-content/uploads/mdocs/TT%20705-16.pdf,p. 21: Pretoria West's ferrous ore mine produced approximately 4 000 tonnes of pig iron between 1918 and 1921.,Projected Pretoria 1940 target via global Iron Mine growth rates,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/Spes Bona - A Southern Africa Flavour Pack/Docs/resources/data/raw/growth_anchor_series.csv,The Pretoria pig-iron chain is carried forward to the 1940 target horizon via the package's frozen Iron Mine growth series.
West Transvaal,Lead Mine,Lead Mine,explicit exception,0,,,1923,,The provisional Argent lead anchor was rechecked and rejected for the western split because the reviewed locality evidence places Argent east of Delmas in Mpumalanga.,supports,Broader Transvaal lead claims are not treated as local support when the cited Argent district sits in the eastern split rather than the western Gauteng/Klerksdorp state.,pass,No frozen western-state lead observation survives once the mislocalized Argent anchor is removed from the driving set.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,west-transvaal::lead-mine,manual_zero_exception,geography,"Removed the West Transvaal lead row because the Argent/Transvaal lead district used by the provisional formula lies east of Delmas in Mpumalanga, outside the western split.",Argent Silver Mine | The South African Archaeological Society,https://www.archaeology.org.za/events/argent-silver-mine,"Directions place Argent on the N12 toward Witbank, about 20 km beyond the Delmas on-ramp, at the Argent-Dwaarsfontein turnoff.","East Trench, Transvaal Mine, Dwarsfontein Farm, Argent, Delmas, Victor Khanye Local Municipality, Nkangala District Municipality, Mpumalanga, South Africa",https://www.mindat.org/loc-53781.html,"The mine locality is listed in Victor Khanye, Nkangala District, Mpumalanga, with Delmas as the nearest settlement."
West Transvaal,Sulfur Mine,Sulfur Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Standalone sulfur mine rows remain disabled in the Transvaal split.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,west-transvaal::sulfur-mine,manual_zero_exception,,,,,,,,
West Transvaal,Whaling,Whaling,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,west-transvaal::whaling,manual_zero_exception,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states."
West Transvaal,Wood,Wood,explicit exception,0,,,1936,0.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,constrains,Explicit exception row.,review_required,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows rather than observed plantation-estate area.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,,,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,,,west-transvaal::wood,manual_zero_exception,,Potential-forestry model keeps this row as an explicit zero exception; wooded land alone does not count as commercial forestry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies."
West Transvaal,Gold Fields (discovered),Gold Fields,explicit exception,0,,,1936,266.77486233215416,Selected candidate year 1936 because its GDP per capita is closest to the GBR 1940 reference anchor.,constrains,West Transvaal gold stays undiscovered only.,review_required,Witwatersrand annual output converted to kilograms for the Gauteng goldfields row at 31.1034768 g/fine ounce.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,0.7210834553440703,Selected candidate year 1936 because its GDP per capita is closest to the GBR 1940 reference anchor.,,,west-transvaal::gold-fields-discovered,manual_zero_exception,,,,,,,,
West Transvaal,Gold Fields (undiscovered),Gold Fields,explicit exception,94,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Counterevidence says the Rand stays in the undiscovered precious-field slot; the public row remains an explicit exception until the special-field quantification pass is rebuilt.,pass,No direct target observation is currently frozen for this special-field row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,west-transvaal::gold-fields-undiscovered,manual_exception,chronology,Counterevidence keeps Rand gold in the undiscovered slot; the current audited row is held as an explicit exception until the special-field magnitude is reworked.,Discovery of the Gold in 1884,https://sahistory.org.za/article/discovery-gold-1884,The Rand discovery sequence is explicitly post-1884/1886.,"South Africa: Diamonds, gold, and imperialist intervention (1870–1902)",https://www.britannica.com/place/South-Africa/Diamonds-gold-and-imperialist-intervention-1870-1902,"The article ties the decisive gold boom to the late nineteenth century, well after the start date."
West Transvaal,Oil (discovered),Oil,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,west-transvaal::oil-discovered,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Oil (discovered) row in the proposal registry.,,,
West Transvaal,Oil (undiscovered),Oil,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,west-transvaal::oil-undiscovered,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Oil (undiscovered) row in the proposal registry.,,,
West Transvaal,Rubber (discovered),Rubber,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,west-transvaal::rubber-discovered,manual_zero_exception,counterfactual checked and rejected,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Rubber (discovered) row in the proposal registry.,,,
West Transvaal,Rubber (undiscovered),Rubber,explicit exception,0,,,1936,0.0,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,supports,Proposal registry rejects a latent rubber slot here; broad tropical suitability is not enough to keep the cap enabled.,pass,Rubber (undiscovered) now uses direct effective commercial plantation hectares from audited rubber land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,,,,Rubber (undiscovered) is audited from direct effective commercial plantation hectares rather than GDP-selected latex output.,,,west-transvaal::rubber-undiscovered,manual_zero_exception,counterfactual checked and rejected,Latent-rubber model keeps this row as an explicit zero exception because the audited state footprint does not support a bounded plantation slot.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Rubber (undiscovered) row in the proposal registry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,West Transvaal analogues are interior mixed-farming states rather than tropical plantation belts.
Eastern Transvaal,Arable Land,Arable Land,formula-driven,37,,,1936,2054375.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,supports,Eastern Transvaal stays in the high-arable eastern belt once the Mpumalanga lowveld-escarpment and Swaziland crop evidence are read as one bounded state footprint.,pass,Observed x is direct effective commercial agricultural hectares from audited land-class rows bounded to the eastern Mpumalanga-Eswatini footprint.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,,,,Arable land is audited from direct effective commercial agricultural hectares rather than GDP-selected crop output.,,,,,,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired.,Mpumalanga Provincial Agriculture and Land Administration Annual Performance Plan 2007/08,https://www.treasury.gov.za/documents/provincial%20budget/2007/Annual%20Performance%20Plans/MPU/MPU%20-%20APP%202007-08%20-%20Vote%2005%20-%20Agric%20%26%20Land%20Admin.pdf,"P40: Mbombela produces maize, wheat, sugarcane, tobacco, vegetables, citrus, subtropical fruits, bananas, coffee, nuts, and tea; Umjindi produces tobacco, bananas, sugar, citrus, and other subtropical crops.",Annual Report of the Colonies. Swaziland 1935,https://libsysdigi.library.illinois.edu/ilharvest/Africana/Books2011-05/469190/469190_1935/469190_1935_opt.pdf,"P9-P10: the most important crops were maize, kaffir corn, cotton, and tobacco; tobacco output reached 261,794 lb and seed-cotton output 200,068 lb in 1935."
Eastern Transvaal,Coal Mine,Coal Mine,formula-driven,104,,,2008,48513646.1049103,Selected candidate year 2008 because its GDP per capita is closest to the GBR 1940 reference anchor.,not_reviewed,No linked counterevidence case in the frozen research registry.,pass,Modern benchmark for the Mpumalanga coal belt used in the humid escarpment/Highveld target row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,South Africa,national,2008,10977.146797,gdp_match,0.004497327690336697,Selected candidate year 2008 because its GDP per capita is closest to the GBR 1940 reference anchor.,,,,,,,,,,,,
Eastern Transvaal,Fishing,Fishing,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::fishing,manual_zero_exception,,,,,,,,
Eastern Transvaal,Gold Mine,Gold Mine,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::gold-mine,manual_zero_exception,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Transvaal / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.
Eastern Transvaal,Iron Mine,Iron Mine,quantified adjustment,6,1964,1969,1969,461343.0856535454,Representative year stays at 1969 because the package keeps Iron Mine inside the shared 1940-equivalent frame and the Ngwenya plateau is the closest GDP-selected commercial observation; chronology Z then penalizes the late 1964 start rather than reverting to a closest-to-1936 rule.,supports,"Ngwenya's commercial chain reveals bounded eastern escarpment iron potential, but it remains counterfactual support rather than direct 1936 in-state history because the mine sits across the Swaziland border and commercial output begins after 1940.",pass,Observed x uses the 1964 contract-average and 1969 plateau as a bounded Ngwenya commercial series normalized inside the common 1940-equivalent Iron Mine frame.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,Universal quantity-resource Z moderates the bounded Ngwenya proxy because the eastern commercial chain begins in 1964 while the representative benchmark sits in 1969.,proxy,South Africa,national,2008,10977.146797,gdp_match,0.42441434846266474,Selected candidate year 1969 because its GDP per capita is closest to the GBR 1940 reference anchor.,,,eastern-transvaal::iron-mine,,proxy moderation,Kept a bounded Eastern Transvaal iron row by retaining the 1964-1969 Ngwenya commercial chain inside the package's common 1940-equivalent frame; chronology Z handles the late start and keeps the row small.,Appraisal of a Railway Project in Swaziland,https://documents1.worldbank.org/curated/en/849141468340836597/pdf/multi0page.pdf,Original contract envisaged 15 million tons of iron ore over 1964-1974; used here as a 1.5Mt annualized early commercial anchor.,Swaziland Railways Project,https://documents1.worldbank.org/curated/en/344311468312334167/pdf/multi0page.pdf,Production was described as steady at about 2.2 million tons per annum since 1969.
Eastern Transvaal,Lead Mine,Lead Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::lead-mine,manual_zero_exception,,,,,,,,
Eastern Transvaal,Sulfur Mine,Sulfur Mine,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::sulfur-mine,manual_zero_exception,,,,,,,,
Eastern Transvaal,Whaling,Whaling,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::whaling,manual_zero_exception,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Transvaal / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states."
Eastern Transvaal,Wood,Wood,formula-driven,11,,,1936,355000.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,supports,Eastern Transvaal has direct managed-forestry support from both the plantation totals and the eastern plantation districts.,pass,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows rather than observed plantation-estate area.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,,,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,,,,,,Potential-forestry model replaces observed plantation estate area with direct effective commercial forestry hectares.,Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha.",Mpumalanga Provincial Agriculture and Land Administration Annual Performance Plan 2007/08,https://www.treasury.gov.za/documents/provincial%20budget/2007/Annual%20Performance%20Plans/MPU/MPU%20-%20APP%202007-08%20-%20Vote%2005%20-%20Agric%20%26%20Land%20Admin.pdf,P40: Exotic forest plantations cover a large part of Mbombela and Umjindi; the Ngodwana SAPPI pulp and paper plant is the largest of its type in Southern Africa.
Eastern Transvaal,Gold Fields (discovered),Gold Fields,explicit exception,0,,,1936,,"The discovered slot is audited against the 1836 start date, and Eastern Transvaal's documented gold rushes begin only with Pilgrim's Rest in 1873 and Barberton in 1884.",supports,"Pilgrim's Rest and Barberton belong in the late-discovery precious-field logic, not in the 1836 discovered slot.",pass,No direct target observation is frozen for the start-date discovered slot; the state's gold evidence is chronological rather than an 1836 output anchor.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::gold-fields-discovered,manual_zero_exception,chronology,Removed the start-date discovered gold-field row because the state's recorded gold rushes begin after 1873 rather than existing as an already discovered 1836 field.,Pilgrims Rest - Mpumalanga Museums,https://museums.mpg.gov.za/pilgrims-rest/,Pilgrim's Rest was the site of South Africa's first major gold rush in 1873.,Nelspruit Timeline 1815-1996 | South African History Online,https://sahistory.org.za/article/nelspruit-timeline-1815-1996,1873: gold is discovered in Pilgrims Rest; 1884: Barberton is established with the discovery of the Sheba reef.
Eastern Transvaal,Gold Fields (undiscovered),Gold Fields,explicit exception,4,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Eastern Transvaal still carries late precious-field potential because the state includes the post-1873 Pilgrim's Rest/Barberton sequence and the northwestern Swaziland gold belt.,pass,No direct target observation is currently frozen for this special-field row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::gold-fields-undiscovered,manual_special_field_exception,chronology,"Restored a small undiscovered precious-field row because the redesign deleted Pilgrim's Rest, Barberton, and northwestern Swaziland latent gold potential through missing target observations rather than counterevidence.",Swaziland Mineral Resources Summary,https://www.gov.sz/images/stories/mining/Swaziland%20Mineral%20Resources%20Summary.pdf,"P14: gold occurrences in northwestern Swaziland were discovered over 100 years ago; mining occurred chiefly from 1882 to 1914 and 1920 to 1967, with reserves still remaining.",Nelspruit Timeline 1815-1996 | South African History Online,https://sahistory.org.za/article/nelspruit-timeline-1815-1996,1873: gold is discovered in Pilgrims Rest; 1884: Barberton is established with the discovery of the Sheba reef.
Eastern Transvaal,Oil (discovered),Oil,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::oil-discovered,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Transvaal / Oil (discovered) row in the proposal registry.,,,
Eastern Transvaal,Oil (undiscovered),Oil,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::oil-undiscovered,manual_zero_exception,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Transvaal / Oil (undiscovered) row in the proposal registry.,,,
Eastern Transvaal,Rubber (discovered),Rubber,explicit exception,0,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,eastern-transvaal::rubber-discovered,manual_zero_exception,counterfactual checked and rejected,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Transvaal / Rubber (discovered) row in the proposal registry.,,,
Eastern Transvaal,Rubber (undiscovered),Rubber,explicit exception,0,,,1936,0.0,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,supports,Proposal registry rejects a latent rubber slot here; broad tropical suitability is not enough to keep the cap enabled.,pass,Rubber (undiscovered) now uses direct effective commercial plantation hectares from audited rubber land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,,,,Rubber (undiscovered) is audited from direct effective commercial plantation hectares rather than GDP-selected latex output.,,,eastern-transvaal::rubber-undiscovered,manual_zero_exception,counterfactual checked and rejected,Latent-rubber model keeps this row as an explicit zero exception because the audited state footprint does not support a bounded plantation slot.,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Transvaal / Rubber (undiscovered) row in the proposal registry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"[^mpu]: Mpumalanga and Eswatini support sugarcane, tobacco, citrus, subtropical fruits, and forestry, but that broad humid profile is not treated as automatic rubber support."
Northern Transvaal,Arable Land,Arable Land,formula-driven,20,,,1936,1068750.0,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,supports,Land-capacity model replaces the old output-gap reconstruction for arable rows.,pass,Observed x is direct effective commercial agricultural hectares from audited land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,,,,Arable land is audited from direct effective commercial agricultural hectares rather than GDP-selected crop output.,,,,,,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired.,Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Northern Transvaal section; maize, cotton, and ranching mixed-farming profile.",Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,Northern Transvaal comparator basket and weighted agricultural matches.
Northern Transvaal,Coal Mine,Coal Mine,formula-driven,9,,,2010,3770610.2131259115,Selected candidate year 2010 because its GDP per capita is closest to the GBR 1940 reference anchor.,supports,Waterberg remains the accepted Northern Transvaal coal chain after rechecking the state pass; no broader family rewrite was needed.,pass,Modern benchmark for the Waterberg coal row in the Northern Transvaal target sheet.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,South Africa,national,2008,10977.146797,gdp_match,0.035743461658125884,Selected candidate year 2010 because its GDP per capita is closest to the GBR 1940 reference anchor.,,,,,,Kept Northern Transvaal as a reduced but real coal state because the bounded Waterberg coalfield remains a localized driver even after the split audit.,South Africa's Coalfields – A 2014 Perspective,https://pure.port.ac.uk/ws/portalfiles/portal/7408362/South_Africa_s_coalfields.pdf,Waterberg Coalfield section: Grootegeluk was producing 18.8 Mtpa of coal products from 38.0 Mtpa RoM in 2010.,Mining - Waterberg District Municipality,https://www.waterberg.gov.za/mining/,"Mining page: coal deposits in Lephalale are described as crucial for electricity generation, coal by-products, and exports."
Northern Transvaal,Fishing,Fishing,explicit exception,0,,,none,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,constrains,Explicit exception row.,review_required,No direct target observation is currently frozen for this row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,South Africa,national,2008,10977.146797,gdp_match,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,northern-transvaal::fishing,manual_zero_exception,,,,,,,,
