sheet_key,official_state,rank,band,weight,comparator,country,why,matched_raw_geography,proxy_state_id,vanilla_proxy_arable_land
S_Moz,Lourenço Marques,7,6-10,5,Pernambuco,Brazil,Another strong sugarcane coastal belt analogue; more humid forest history and less cattle-savanna inland.,Pernambuco,STATE_PERNAMBUCO,60
S_Moz,Lourenço Marques,8,6-10,5,Espírito Santo,Brazil,Coastal fruit and mixed farming analogue with some cattle; less cane-heavy than southern Mozambique.,Espírito Santo,STATE_BAHIA,80
S_Moz,Lourenço Marques,9,6-10,5,Tamil Nadu,India,"Useful for hot coastal farming, rice, sugarcane, coconut, and drier inland tracts; rainfall regime is more monsoonal and bimodal.",,,
S_Moz,Lourenço Marques,10,6-10,5,Hainan,China,"Tropical lowland farming with sugar, fruit, and coastal plain conditions fits well; much more humid and island-based.",,,
S_Moz,Lourenço Marques,11,11-15,2,Guangdong,China,"Subtropical coastal agriculture with fruit, cane, and rice is comparable; urbanization is far more intense.",,,
S_Moz,Lourenço Marques,12,11-15,2,Fujian,China,Useful for warm coastal horticulture and rice; weaker inland savanna-cattle match.,,,
S_Moz,Lourenço Marques,13,11-15,2,Florida,United States,"Citrus, sugar, and flat subtropical lowlands fit well; too developed and too wet in the peninsula core.",Florida,STATE_FLORIDA,100
S_Moz,Lourenço Marques,14,11-15,2,Louisiana,United States,Sugarcane and rice on coastal lowlands give a useful partial analogue; cooler winter regime and less tropical tree-crop package.,Louisiana,STATE_LOUISIANA,120
S_Moz,Lourenço Marques,15,11-15,2,Okinawa Prefecture,Japan,Subtropical sugarcane and coastal farming match parts of the profile; scale and settlement pattern differ sharply.,,,
S_Moz,Lourenço Marques,16,16-20,1,Bình Định Province,Vietnam,"Coastal lowland rice, cane, and mixed farming with drier inland transition fit well; cattle and citrus are less central.",,,
S_Moz,Lourenço Marques,17,16-20,1,Thanh Hóa Province,Vietnam,Another coast-plus-interior rice/cane analogue; generally cooler north and more rice-weighted.,,,
S_Moz,Lourenço Marques,18,16-20,1,Nayarit,Mexico,"Warm Pacific coastal agriculture with cane, fruit, and cattle gives a decent partial fit; topography differs.",,,
S_Moz,Lourenço Marques,19,16-20,1,Sinaloa,Mexico,Strong warm irrigated crop analogue for the riverine plain side; too irrigation-dominant and less cassava/cashew based.,,,
S_Moz,Lourenço Marques,20,16-20,1,Albay Province,Philippines,Hot coastal mixed farming fits some tropical lowland traits; much wetter and more volcanic.,,,
Zimbabwe,Zambezi,1,1-5,10,Paraná,Brazil,"Probably the best broad agricultural analogue: elevated subtropical plateau, maize, tobacco, cattle, and diversified commercial farming.",Paraná,STATE_PARANA,40
Zimbabwe,Zambezi,2,1-5,10,Minas Gerais,Brazil,"Highland mixed farming with cattle, maize, tobacco, and strong regional diversity resembles Zimbabwe well.",Minas Gerais,STATE_MINAS_GERAIS,150
Zimbabwe,Zambezi,3,1-5,10,North Carolina,United States,"Tobacco, maize, cattle, rolling uplands, and a humid warm climate make this a very good analogue.",North Carolina,STATE_NORTH_CAROLINA,180
Zimbabwe,Zambezi,4,1-5,10,Virginia,United States,Another strong tobacco-and-cattle upland analogue; somewhat cooler and more forested.,Virginia,STATE_VIRGINIA,180
Zimbabwe,Zambezi,5,1-5,10,Goiás,Brazil,"Warm plateau with maize, cattle, and diversified field crops fits broad structure; less tobacco-centered.",Goiás,STATE_GOIAS,40
Zimbabwe,Zambezi,6,6-10,5,Kentucky,United States,Rolling tobacco-and-cattle country with maize in a humid climate; cooler and more winter-cold.,Kentucky,STATE_KENTUCKY,180
Zimbabwe,Zambezi,7,6-10,5,São Paulo,Brazil,"High-value agriculture, cattle, maize, and upland commercial farming fit; sugarcane/citrus are more dominant than in Zimbabwe.",São Paulo,STATE_SAO_PAULO,130
Zimbabwe,Zambezi,8,6-10,5,Mato Grosso do Sul,Brazil,Strong cattle and grain analogue with warm plateau/lowland conditions; less elevated and less tobacco-oriented.,Mato Grosso do Sul,STATE_MATO_GROSSO,60
Zimbabwe,Zambezi,9,6-10,5,Yunnan,China,"Altitude, tobacco, maize, and diverse upland farming make this a strong non-American analogue; more mountainous and more monsoonal.",,,
Zimbabwe,Zambezi,10,6-10,5,Corrientes,Argentina,Cattle and warm-climate cropping fit some belts; much flatter and wetter.,Corrientes,STATE_CORRIENTES,120
Zimbabwe,Zambezi,11,11-15,2,Misiones Province,Argentina,"Subtropical plateau, tobacco, and diversified farming create a useful match; cattle/maize proportions differ.",Misiones Province,STATE_CORRIENTES,120
Zimbabwe,Zambezi,12,11-15,2,Guizhou,China,Upland mixed agriculture and climate fit partially; terrain is more rugged and less ranch-like.,,,
Zimbabwe,Zambezi,13,11-15,2,Madhya Pradesh,India,Warm plateau with soy/maize/cotton and cattle gives a structural analogue; tobacco less central and monsoon stronger.,,,
Zimbabwe,Zambezi,14,11-15,2,Maharashtra,India,"Good for diverse warm upland farming including cotton, maize, and livestock; drier and more orchard/cotton weighted.",,,
Zimbabwe,Zambezi,15,11-15,2,Tennessee,United States,Useful for humid upland cattle and tobacco; generally more forested and cooler.,Tennessee,STATE_TENNESSEE,180
Zimbabwe,Zambezi,16,16-20,1,Entre Ríos,Argentina,"Mixed grains, cattle, and some citrus provide a workable partial analogue; too riverine and low-lying.",Entre Ríos,STATE_CORRIENTES,120
Zimbabwe,Zambezi,17,16-20,1,Tucumán,Argentina,Warm upland agriculture and some sugar/citrus fit special belts of Zimbabwe; too sugar-centered.,,,
Zimbabwe,Zambezi,18,16-20,1,Queensland,Australia,Useful mainly for cattle and warm plateau farming; weaker tobacco and elevation analogue.,Queensland,STATE_QUEENSLAND,20
Zimbabwe,Zambezi,19,16-20,1,Khyber Pakhtunkhwa,Pakistan,"Maize, tobacco, sugarcane, and elevation gradients create a noteworthy agricultural parallel; far more mountainous.",,,
Zimbabwe,Zambezi,20,16-20,1,Santa Fe Province,Argentina,"Major maize-and-cattle province, but too flat and humid for a close plateau analogue.",,,
Botswana,Botswana,1,1-5,10,New Mexico,United States,"One of the best overall analogues for dry ranching, sparse settlement, and drought-prone interior basins and plains.",New Mexico,STATE_NEW_MEXICO,40
Botswana,Botswana,2,1-5,10,Chihuahua,Mexico,Strong desert-rangeland cattle analogue with similar sparsity and climate stress.,,,
Botswana,Botswana,3,1-5,10,Coahuila,Mexico,Very good semi-arid ranching state with similar broad production logic; irrigation plays a larger role in some districts.,,,
Botswana,Botswana,4,1-5,10,Texas,United States,Useful mainly for the western and High Plains cattle/sorghum belts; the state's humid east is not analogous.,Texas,STATE_TEXAS,500
Botswana,Botswana,5,1-5,10,Chaco Province,Argentina,Hot semi-arid to subhumid rangeland with cattle and sorghum-like crop systems; somewhat more humid.,Chaco Province,STATE_CHACO,60
Botswana,Botswana,6,6-10,5,Sonora,Mexico,Arid ranching with sparse settlement and irrigated pockets; too desert-coastal in parts.,,,
Botswana,Botswana,7,6-10,5,Formosa Province,Argentina,Warm cattle-and-sorghum lowland with large extensive ranching areas; flatter and less sandy.,Formosa Province,STATE_FORMOSA,80
Botswana,Botswana,8,6-10,5,Santiago del Estero,Argentina,Hot dry rangeland and low-productivity crop areas are a good analogue; more forested.,,,
Botswana,Botswana,9,6-10,5,Rajasthan,India,Drought-prone livestock-and-millet state with sparse dryland farming; denser population and stronger irrigation politics.,,,
Botswana,Botswana,10,6-10,5,Balochistan,Pakistan,Large dry pastoral region with sparse settlement; colder uplands and more irrigation oases.,,,
Botswana,Botswana,11,11-15,2,South Khorasan,Iran,Useful dry pastoral analogue; crop mix and temperature regime differ.,,,
Botswana,Botswana,12,11-15,2,Xinjiang,China,Huge arid interior with pastoral margins and irrigated oases; much colder and more continental.,,,
Botswana,Botswana,13,11-15,2,Inner Mongolia,China,Steppe pastoralism and sparse settlement fit well; winter severity is much greater.,,,
Botswana,Botswana,14,11-15,2,Northern Territory,Australia,"Vast low-density cattle country fits well, especially structurally; northern tropical seasonality differs.",Northern Territory,STATE_NORTHERN_TERRITORY,10
Botswana,Botswana,15,11-15,2,Queensland,Australia,Useful for interior rangeland and cattle; too much humid east coast in aggregate.,Queensland,STATE_QUEENSLAND,20
Botswana,Botswana,16,16-20,1,South Australia,Australia,Pastoral interior analogue is good; rainfall seasonality diverges.,South Australia,STATE_SOUTH_AUSTRALIA,30
Botswana,Botswana,17,16-20,1,Western Australia,Australia,Dry pastoral interior gives a partial analogue; crop bundle differs.,Western Australia,STATE_WESTERN_AUSTRALIA,30
Botswana,Botswana,18,16-20,1,Kyzylorda Region,Kazakhstan,Sparse dry grazing economy with irrigation pockets; far colder and more continental.,,,
Botswana,Botswana,19,16-20,1,Mangystau Region,Kazakhstan,Useful for arid sparse rangeland logic; too desert-oil oriented and not grain/millet enough.,,,
Botswana,Botswana,20,16-20,1,Nevada,United States,Dry rangeland and sparse settlement fit; Botswana is generally warmer and more savanna-like.,Nevada,STATE_NEVADA,40
N_Namibia,Hereroland,1,1-5,10,Northern Territory,Australia,Probably the closest broad structural analogue: savanna cattle country with sparse infrastructure and strong dry-season constraints.,Northern Territory,STATE_NORTHERN_TERRITORY,10
N_Namibia,Hereroland,2,1-5,10,Queensland,Australia,"Especially the northwestern and inland savanna belts: cattle, dry tropical farming, and climate variability fit well.",Queensland,STATE_QUEENSLAND,20
N_Namibia,Hereroland,3,1-5,10,Tabora Region,Tanzania,Miombo/savanna zone with maize/millet and cattle gives a strong African analogue.,,,
N_Namibia,Hereroland,4,1-5,10,Shinyanga Region,Tanzania,Dry savanna agropastoralism with cattle and grains is highly comparable.,,,
N_Namibia,Hereroland,5,1-5,10,Singida Region,Tanzania,Another strong millet/maize-plus-cattle savanna analogue; slightly drier and more central-plateau in feel.,,,
N_Namibia,Hereroland,6,6-10,5,Dodoma Region,Tanzania,Dry agropastoral grain zone with cattle and goats; less woodland and more central-plateau.,,,
N_Namibia,Hereroland,7,6-10,5,Santa Cruz Department,Bolivia,Warm lowland cattle and grain frontier agriculture create a useful parallel; flatter and more commercially expansive.,,,
N_Namibia,Hereroland,8,6-10,5,Mato Grosso,Brazil,Savanna woodland with cattle and grains fits structurally; far more mechanized and soy-dominant.,Mato Grosso,STATE_MATO_GROSSO,60
N_Namibia,Hereroland,9,6-10,5,Goiás,Brazil,Warm cerrado cattle-and-grain state with climate resemblance in parts; less millet-oriented and more commercial.,Goiás,STATE_GOIAS,40
N_Namibia,Hereroland,10,6-10,5,Tocantins,Brazil,Hot cattle-and-grain savanna state that matches broad production logic; less populated in the smallholder sense.,,,
N_Namibia,Hereroland,11,11-15,2,East Nusa Tenggara,Indonesia,Strong dry-tropical livestock analogue with modest grain farming; weaker cattle scale and different vegetation.,,,
N_Namibia,Hereroland,12,11-15,2,Yucatán,Mexico,Hot savanna cattle zone with maize in rural districts; too karstic and more humid.,,,
N_Namibia,Hereroland,13,11-15,2,Campeche,Mexico,Cattle and maize in a hot lowland setting provide a good partial analogue; wetter and more forested.,,,
N_Namibia,Hereroland,14,11-15,2,Kaduna State,Nigeria,"Maize, millet, and cattle within a savanna belt resemble northern Namibia's mixed agropastoral profile.",,,
N_Namibia,Hereroland,15,11-15,2,Adamawa State,Nigeria,Cattle-oriented savanna with mixed grain farming; generally wetter and more densely settled.,,,
N_Namibia,Hereroland,16,16-20,1,North Central Province,Sri Lanka,Dry-zone mixed farming offers a limited analogue for the crop logic; livestock and settlement structure differ.,,,
N_Namibia,Hereroland,17,16-20,1,Chaco Province,Argentina,Hot low-productivity cattle-and-grain zone is a usable partial match; less woodland-savanna in the African sense.,Chaco Province,STATE_CHACO,60
N_Namibia,Hereroland,18,16-20,1,Formosa Province,Argentina,Warm cattle-and-crop lowland with sparse districts; too humid and riverine.,Formosa Province,STATE_FORMOSA,80
N_Namibia,Hereroland,19,16-20,1,Bahia,Brazil,Interior dry tropical cattle and crop belts provide a lower-tier analogue; state-level diversity is large.,Bahia,STATE_BAHIA,80
N_Namibia,Hereroland,20,16-20,1,Maranhão,Brazil,Useful for hot frontier savanna/forest transition farming; generally more humid and more rice/cassava oriented.,Maranhão,STATE_MARANHAO,30
S_Namibia,Namaqualand,1,1-5,10,Atacama Region,Chile,"Closest overall analogue: desert coast, mining, sparse settlement, goats/sheep in pockets, and irrigated grape/fruit valleys.",,,
S_Namibia,Namaqualand,2,1-5,10,Nevada,United States,"Excellent for arid basins, mining, sparse population, and extensive grazing; less coastal and less vineyard-oriented.",Nevada,STATE_NEVADA,40
S_Namibia,Namaqualand,3,1-5,10,Baja California,Mexico,"Desert peninsula with sparse settlement, some viticulture, and irrigated agriculture in river/groundwater oases.",,,
S_Namibia,Namaqualand,4,1-5,10,Arizona,United States,Hot arid grazing-and-irrigation state with mining history; generally hotter and less ocean-cooled.,Arizona,STATE_ARIZONA,40
S_Namibia,Namaqualand,5,1-5,10,Coquimbo Region,Chile,Semi-arid coastal grazing and grape/fruit irrigation make this a strong analogue; slightly less desert-extreme.,Coquimbo Region,STATE_ANTOFAGASTA,10
S_Namibia,Namaqualand,6,6-10,5,Antofagasta Region,Chile,Strong mining-desert analogue; weaker livestock and irrigated-valley agriculture.,Antofagasta Region,STATE_ANTOFAGASTA,10
S_Namibia,Namaqualand,7,6-10,5,Utah,United States,"Arid interior grazing, mining, and sparse settlement fit well; colder and more continental.",Utah,STATE_UTAH,50
S_Namibia,Namaqualand,8,6-10,5,New Mexico,United States,Dry rangeland and irrigation-valley structure are good matches; less coastal-desert influence.,New Mexico,STATE_NEW_MEXICO,40
S_Namibia,Namaqualand,9,6-10,5,Sonora,Mexico,Arid ranching and irrigated valleys fit well; hotter and less cool-desert.,,,
S_Namibia,Namaqualand,10,6-10,5,Kerman Province,Iran,Dry plateau-oasis agriculture with pastoral margins resembles the structure well; far more continental.,,,
S_Namibia,Namaqualand,11,11-15,2,Yazd Province,Iran,Very strong desert-oasis analogue; too urban-oasis concentrated and less grazing-based.,,,
S_Namibia,Namaqualand,12,11-15,2,South Australia,Australia,Interior pastoralism and arid mining belts fit; winter-rainfall south coast broadens the state beyond the analogue.,South Australia,STATE_SOUTH_AUSTRALIA,30
S_Namibia,Namaqualand,13,11-15,2,Western Australia,Australia,Dry pastoral and mining country gives a good lower-tier match; geography is broader and rainfall seasonality differs.,Western Australia,STATE_WESTERN_AUSTRALIA,30
S_Namibia,Namaqualand,14,11-15,2,San Juan Province,Argentina,Arid irrigated-valley viticulture plus sparse grazing uplands fit very well; more Andean and more oasis-focused.,San Juan Province,STATE_RIO_NEGRO,120
S_Namibia,Namaqualand,15,11-15,2,La Rioja Province,Argentina,Semi-desert grazing with oasis viticulture is a good analogue; somewhat warmer and more continental.,La Rioja Province,STATE_RIO_NEGRO,120
S_Namibia,Namaqualand,16,16-20,1,South District,Israel,Desert grazing and irrigated agriculture offer a useful structural parallel; much denser and more intensively engineered.,,,
S_Namibia,Namaqualand,17,16-20,1,Balochistan,Pakistan,Arid sparse pastoral province with oasis farming; less coastal-desert viticulture.,,,
S_Namibia,Namaqualand,18,16-20,1,Xinjiang,China,Desert basins with irrigated fruit and grazing margins fit in structure; too cold and more continental.,,,
S_Namibia,Namaqualand,19,16-20,1,Mangystau Region,Kazakhstan,Extremely sparse arid rangeland and mining provide a useful low-end analogue; crop side is much weaker.,,,
S_Namibia,Namaqualand,20,16-20,1,Northern Territory,Australia,Useful mainly for vast sparsely settled pastoralism; northern tropical belts reduce the climatic fit.,Northern Territory,STATE_NORTHERN_TERRITORY,10
