sheet,geography,resource,year,normalized_quantity,normalized_unit,source_title,source_url,citation_locator,note,evidence_scope,target_match_status,slot_support_status,localization_discount,validation_note
Mpm_ESW,Mpumalanga + Eswatini target,Cotton Plantation,1935,90.7493,t output,Annual Report of the Colonies. Swaziland 1935,https://libsysdigi.library.illinois.edu/ilharvest/Africana/Books2011-05/469190/469190_1935/469190_1935_opt.pdf,"The 1935 production was 200,068 lb. of seed cotton valued at £1,469 as against 295,800 lb. valued at £2,048 in 1934.",Historical Swaziland seed-cotton production anchor used as a lowveld cash-crop proxy for the Mpumalanga + Eswatini row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,Mpumalanga + Eswatini target,Cotton Plantation,1936,56.5858,t output,Annual Report on the Colonies: Swaziland 1936,https://libsysdigi.library.illinois.edu/ilharvest/Africana/Books2011-05/469190/469190_1936/469190_1936_opt.pdf,"Cotton section: 124,750 lb. of seed cotton were produced during 1936.",Historical Swaziland seed-cotton production anchor used as a lowveld cash-crop proxy for the Mpumalanga + Eswatini row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,Mpumalanga + Eswatini target,Cotton Plantation,1937,49.8952,t output,Annual Report of the Colonies. Swaziland 1937,https://libsysdigi.library.illinois.edu/ilharvest/Africana/Books2011-05/469190/469190_1937/469190_1937_opt.pdf,"Cotton section: 110,000 lb. of seed cotton were produced during 1937.",Historical Swaziland seed-cotton production anchor used as a lowveld cash-crop proxy for the Mpumalanga + Eswatini row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
W_Cape,"California Central Coast
STATE_CALIFORNIA
Vanilla name: California",Livestock Ranch,1930,1813319.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: California",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-california.pdf,"State table 3, Cattle and calves, number: 1930 = 1,813,319.",Historical California livestock-stock anchor for the Western Cape comparator row.,state_localized,direct,distinct_slot_supported,1.0,Western Cape target observations are treated as state-localized evidence.
W_Cape,"California Central Coast
STATE_CALIFORNIA
Vanilla name: California",Livestock Ranch,1935,2131799.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: California",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-california.pdf,"State table 3, Cattle and calves, number: 1935 = 2,131,799.",Historical California livestock-stock anchor for the Western Cape comparator row.,state_localized,direct,distinct_slot_supported,1.0,Western Cape target observations are treated as state-localized evidence.
W_Cape,"California Central Coast
STATE_CALIFORNIA
Vanilla name: California",Livestock Ranch,1940,2056239.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: California",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-california.pdf,"State table 3, Cattle and calves, number: 1940 = 2,056,239.",Historical California livestock-stock anchor for the Western Cape comparator row.,state_localized,direct,distinct_slot_supported,1.0,Western Cape target observations are treated as state-localized evidence.
NCape_NW,"New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1910,2894984.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Sheep and lambs, number: 1910 = 2,894,984.",Historical New Mexico sheep-stock anchor for the Northern Cape + North West comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.
NCape_NW,"New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1920,1640475.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Sheep and lambs, number: 1920 = 1,640,475.",Historical New Mexico sheep-stock anchor for the Northern Cape + North West comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.
NCape_NW,"New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1925,1743079.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Sheep and lambs, number: 1925 = 1,743,079.",Historical New Mexico sheep-stock anchor for the Northern Cape + North West comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.
NCape_NW,"New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1930,2059135.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Sheep and lambs, number: 1930 = 2,059,135.",Historical New Mexico sheep-stock anchor for the Northern Cape + North West comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.
NCape_NW,"New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1935,1801150.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Sheep and lambs, number: 1935 = 1,801,150.",Historical New Mexico sheep-stock anchor for the Northern Cape + North West comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.
NCape_NW,"New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1940,1554356.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Sheep and lambs, number: 1940 = 1,554,356.",Historical New Mexico sheep-stock anchor for the Northern Cape + North West comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Northern Cape target observations rely on a bounded Northern Cape plus North West proxy rather than a perfect state-only series.
Botswana,"Eastern New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1910,1032282.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Cattle and calves, number: 1910 = 1,032,282.",Historical New Mexico cattle-stock anchor used as an eastern New Mexico comparator proxy for the Botswana row.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.
Botswana,"Eastern New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1920,1390335.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Cattle and calves, number: 1920 = 1,390,335.",Historical New Mexico cattle-stock anchor used as an eastern New Mexico comparator proxy for the Botswana row.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.
Botswana,"Eastern New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1925,1266688.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Cattle and calves, number: 1925 = 1,266,688.",Historical New Mexico cattle-stock anchor used as an eastern New Mexico comparator proxy for the Botswana row.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.
Botswana,"Eastern New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1930,923244.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Cattle and calves, number: 1930 = 923,244.",Historical New Mexico cattle-stock anchor used as an eastern New Mexico comparator proxy for the Botswana row.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.
Botswana,"Eastern New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1935,1070738.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Cattle and calves, number: 1935 = 1,070,738.",Historical New Mexico cattle-stock anchor used as an eastern New Mexico comparator proxy for the Botswana row.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.
Botswana,"Eastern New Mexico
STATE_NEW_MEXICO
Vanilla name: New Mexico",Livestock Ranch,1940,843493.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: New Mexico",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-new-mexico.pdf,"State table 3, Cattle and calves, number: 1940 = 843,493.",Historical New Mexico cattle-stock anchor used as an eastern New Mexico comparator proxy for the Botswana row.,state_localized,direct,distinct_slot_supported,1.0,Botswana target observations are treated as state-localized evidence.
Free_State,"Kansas / central Great Plains
STATE_KANSAS
Vanilla name: Kansas",Livestock Ranch,1920,2975390.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Kansas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-kansas.pdf,"State table 3, Cattle and calves, number: 1920 = 2,975,390.",Historical Kansas cattle-stock anchor for the Free State comparator row.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Kansas / central Great Plains
STATE_KANSAS
Vanilla name: Kansas",Livestock Ranch,1925,3068289.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Kansas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-kansas.pdf,"State table 3, Cattle and calves, number: 1925 = 3,068,289.",Historical Kansas cattle-stock anchor for the Free State comparator row.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Kansas / central Great Plains
STATE_KANSAS
Vanilla name: Kansas",Livestock Ranch,1930,2741929.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Kansas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-kansas.pdf,"State table 3, Cattle and calves, number: 1930 = 2,741,929.",Historical Kansas cattle-stock anchor for the Free State comparator row.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Kansas / central Great Plains
STATE_KANSAS
Vanilla name: Kansas",Livestock Ranch,1935,3386079.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Kansas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-kansas.pdf,"State table 3, Cattle and calves, number: 1935 = 3,386,079.",Historical Kansas cattle-stock anchor for the Free State comparator row.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Free_State,"Kansas / central Great Plains
STATE_KANSAS
Vanilla name: Kansas",Livestock Ranch,1940,2507571.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Kansas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-kansas.pdf,"State table 3, Cattle and calves, number: 1940 = 2,507,571.",Historical Kansas cattle-stock anchor for the Free State comparator row.,state_localized,direct,distinct_slot_supported,1.0,Transorangia target observations are treated as state-localized evidence.
Lesotho,"San Luis Valley / southern Rockies
STATE_COLORADO
Vanilla name: Colorado",Livestock Ranch,1910,1300596.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Colorado",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-colorado.pdf,"State table 3, Sheep and lambs, number: 1910 = 1,300,596.",Historical Colorado sheep-stock anchor for the Lesotho comparator row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"San Luis Valley / southern Rockies
STATE_COLORADO
Vanilla name: Colorado",Livestock Ranch,1920,1813255.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Colorado",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-colorado.pdf,"State table 3, Sheep and lambs, number: 1920 = 1,813,255.",Historical Colorado sheep-stock anchor for the Lesotho comparator row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"San Luis Valley / southern Rockies
STATE_COLORADO
Vanilla name: Colorado",Livestock Ranch,1925,2243869.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Colorado",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-colorado.pdf,"State table 3, Sheep and lambs, number: 1925 = 2,243,869.",Historical Colorado sheep-stock anchor for the Lesotho comparator row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"San Luis Valley / southern Rockies
STATE_COLORADO
Vanilla name: Colorado",Livestock Ranch,1930,2234300.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Colorado",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-colorado.pdf,"State table 3, Sheep and lambs, number: 1930 = 2,234,300.",Historical Colorado sheep-stock anchor for the Lesotho comparator row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"San Luis Valley / southern Rockies
STATE_COLORADO
Vanilla name: Colorado",Livestock Ranch,1935,2448636.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Colorado",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-colorado.pdf,"State table 3, Sheep and lambs, number: 1935 = 2,448,636.",Historical Colorado sheep-stock anchor for the Lesotho comparator row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Lesotho,"San Luis Valley / southern Rockies
STATE_COLORADO
Vanilla name: Colorado",Livestock Ranch,1940,1681380.0,head sheep,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Colorado",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-colorado.pdf,"State table 3, Sheep and lambs, number: 1940 = 1,681,380.",Historical Colorado sheep-stock anchor for the Lesotho comparator row.,state_localized,direct,distinct_slot_supported,1.0,Drakensberg target observations are treated as state-localized evidence.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Livestock Ranch,1930,540015.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: North Carolina",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-north-carolina.pdf,"State table 3, Cattle and calves, number: 1930 = 540,015.",Historical North Carolina cattle-stock anchor for the Mpumalanga + Eswatini comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Livestock Ranch,1935,664255.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: North Carolina",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-north-carolina.pdf,"State table 3, Cattle and calves, number: 1935 = 664,255.",Historical North Carolina cattle-stock anchor for the Mpumalanga + Eswatini comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Mpm_ESW,"North Carolina Piedmont
STATE_NORTH_CAROLINA
Vanilla name: North Carolina",Livestock Ranch,1940,356175.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: North Carolina",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-north-carolina.pdf,"State table 3, Cattle and calves, number: 1940 = 356,175.",Historical North Carolina cattle-stock anchor for the Mpumalanga + Eswatini comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.95,Eastern Transvaal target observations rely on a bounded Mpumalanga plus Eswatini proxy rather than a perfect state-only series.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Livestock Ranch,1910,775141.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Virginia",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-virginia.pdf,"State table 3, Cattle and calves, number: 1910 = 775,141.",Historical Virginia cattle-stock anchor for the Zimbabwe comparator row.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Livestock Ranch,1920,909795.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Virginia",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-virginia.pdf,"State table 3, Cattle and calves, number: 1920 = 909,795.",Historical Virginia cattle-stock anchor for the Zimbabwe comparator row.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Livestock Ranch,1925,806524.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Virginia",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-virginia.pdf,"State table 3, Cattle and calves, number: 1925 = 806,524.",Historical Virginia cattle-stock anchor for the Zimbabwe comparator row.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Livestock Ranch,1930,725017.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Virginia",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-virginia.pdf,"State table 3, Cattle and calves, number: 1930 = 725,017.",Historical Virginia cattle-stock anchor for the Zimbabwe comparator row.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Livestock Ranch,1935,870294.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Virginia",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-virginia.pdf,"State table 3, Cattle and calves, number: 1935 = 870,294.",Historical Virginia cattle-stock anchor for the Zimbabwe comparator row.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
Zimbabwe,"Virginia Piedmont
STATE_VIRGINIA
Vanilla name: Virginia",Livestock Ranch,1940,815517.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Virginia",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-virginia.pdf,"State table 3, Cattle and calves, number: 1940 = 815,517.",Historical Virginia cattle-stock anchor for the Zimbabwe comparator row.,national_fallback,partial_overlap,distinct_slot_supported,0.85,Zambezi target observations use a bounded Zimbabwe-wide fallback because many published series are national rather than split-state.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Livestock Ranch,1910,750935.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 3, Cattle and calves, number: 1910 = 750,935.",Historical Florida cattle-stock anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Livestock Ranch,1920,638981.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 3, Cattle and calves, number: 1920 = 638,981.",Historical Florida cattle-stock anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Livestock Ranch,1925,656217.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 3, Cattle and calves, number: 1925 = 656,217.",Historical Florida cattle-stock anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Livestock Ranch,1930,372942.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 3, Cattle and calves, number: 1930 = 372,942.",Historical Florida cattle-stock anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Livestock Ranch,1935,713001.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 3, Cattle and calves, number: 1935 = 713,001.",Historical Florida cattle-stock anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Livestock Ranch,1940,721015.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 3, Cattle and calves, number: 1940 = 721,015.",Historical Florida cattle-stock anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Sugar Plantation,1924,487123.0,t cane output,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 4, For sugar or sale to mills, tons: 1924 = 487,123.",Historical Florida sugarcane anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Sugar Plantation,1929,1857152.0,t cane output,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 4, For sugar or sale to mills, tons: 1929 = 1,857,152.",Historical Florida sugarcane anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
S_Moz,"South Florida
STATE_FLORIDA
Vanilla name: Florida",Sugar Plantation,1939,721862.0,t cane output,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Florida",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-florida.pdf,"State table 4, For sugar or sale to mills, tons: 1939 = 721,862.",Historical Florida sugarcane anchor for the Southern Mozambique comparator row.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Lourenço Marques target observations use a bounded southern Mozambique proxy rather than a perfect state-only series.
Limpopo,"Lower Rio Grande / South Texas
STATE_TEXAS
Vanilla name: Texas",Livestock Ranch,1920,6156715.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Texas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-texas.pdf,"State table 3, Cattle and calves, number: 1920 = 6,156,715.",Historical Texas cattle-stock anchor used as a South Texas comparator proxy.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Lower Rio Grande / South Texas
STATE_TEXAS
Vanilla name: Texas",Livestock Ranch,1925,5845918.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Texas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-texas.pdf,"State table 3, Cattle and calves, number: 1925 = 5,845,918.",Historical Texas cattle-stock anchor used as a South Texas comparator proxy.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Lower Rio Grande / South Texas
STATE_TEXAS
Vanilla name: Texas",Livestock Ranch,1930,5583471.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Texas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-texas.pdf,"State table 3, Cattle and calves, number: 1930 = 5,583,471.",Historical Texas cattle-stock anchor used as a South Texas comparator proxy.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
Limpopo,"Lower Rio Grande / South Texas
STATE_TEXAS
Vanilla name: Texas",Livestock Ranch,1935,7222359.0,head cattle,"Sixteenth Census of the United States: 1940. Agriculture, First Series, State Reports: Texas",https://www2.census.gov/library/publications/decennial/1940/agriculture/1940-census-agriculture-vol-1-texas.pdf,"State table 3, Cattle and calves, number: 1935 = 7,222,359.",Historical Texas cattle-stock anchor used as a South Texas comparator proxy.,regional_proxy,partial_overlap,distinct_slot_supported,0.9,Northern Transvaal target observations use a bounded Limpopo proxy for the split northern state footprint.
