comparator_geography,representative_year,land_class,raw_area_ha,effective_weight,effective_area_ha,benchmark_vanilla_wood_cap,year_selection_reason,capacity_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator
Mato Grosso,1936,noncommercial_wooded_land,0.0,0.0,0.0,29.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed planted-forest comparator with modest commercial estate. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Mato Grosso = 231 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Mato Grosso,1936,arid_or_unusable,0.0,0.0,0.0,29.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed planted-forest comparator with modest commercial estate. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Mato Grosso = 231 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Para,1936,high_suitability_plantation,40600.0,1.0,40600.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed plantation comparator; frontier rainforest logging is intentionally excluded. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Pará = 203 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Para,1936,moderate_suitability_plantation,71050.0,0.65,46182.5,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed plantation comparator; frontier rainforest logging is intentionally excluded. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Pará = 203 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Para,1936,restorable_commercial_forest,30450.0,0.4,12180.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed plantation comparator; frontier rainforest logging is intentionally excluded. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Pará = 203 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Para,1936,marginal_forestry,60900.0,0.15,9135.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed plantation comparator; frontier rainforest logging is intentionally excluded. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Pará = 203 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Para,1936,noncommercial_wooded_land,0.0,0.0,0.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed plantation comparator; frontier rainforest logging is intentionally excluded. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Pará = 203 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Para,1936,arid_or_unusable,0.0,0.0,0.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed plantation comparator; frontier rainforest logging is intentionally excluded. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Pará = 203 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Goias,1936,high_suitability_plantation,59499.99999999999,1.0,59499.99999999999,16.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed eucalyptus comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Goiás = 170 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Goias,1936,moderate_suitability_plantation,68000.0,0.65,44200.0,16.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed eucalyptus comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Goiás = 170 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Goias,1936,restorable_commercial_forest,25500.0,0.4,10200.0,16.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed eucalyptus comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Goiás = 170 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Goias,1936,marginal_forestry,17000.0,0.15,2550.0,16.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed eucalyptus comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Goiás = 170 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Goias,1936,noncommercial_wooded_land,0.0,0.0,0.0,16.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed eucalyptus comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Goiás = 170 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Goias,1936,arid_or_unusable,0.0,0.0,0.0,16.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Managed eucalyptus comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Goiás = 170 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Rio de Janeiro,1936,high_suitability_plantation,5600.0,1.0,5600.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small managed-forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Rio de Janeiro = 28 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Rio de Janeiro,1936,moderate_suitability_plantation,9800.0,0.65,6370.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small managed-forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Rio de Janeiro = 28 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Rio de Janeiro,1936,restorable_commercial_forest,4200.0,0.4,1680.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small managed-forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Rio de Janeiro = 28 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Rio de Janeiro,1936,marginal_forestry,8400.0,0.15,1260.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small managed-forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Rio de Janeiro = 28 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Rio de Janeiro,1936,noncommercial_wooded_land,0.0,0.0,0.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small managed-forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Rio de Janeiro = 28 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Rio de Janeiro,1936,arid_or_unusable,0.0,0.0,0.0,9.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small managed-forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Rio de Janeiro = 28 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Piaui,1936,high_suitability_plantation,6800.0,1.0,6800.0,14.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small warm-climate managed forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Piauí = 34 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Piaui,1936,moderate_suitability_plantation,11900.0,0.65,7735.0,14.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small warm-climate managed forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Piauí = 34 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Piaui,1936,restorable_commercial_forest,5100.0,0.4,2040.0,14.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small warm-climate managed forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Piauí = 34 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Piaui,1936,marginal_forestry,10200.0,0.15,1530.0,14.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small warm-climate managed forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Piauí = 34 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Piaui,1936,noncommercial_wooded_land,0.0,0.0,0.0,14.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small warm-climate managed forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Piauí = 34 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Piaui,1936,arid_or_unusable,0.0,0.0,0.0,14.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Small warm-climate managed forestry comparator. Profile `marginal_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Trees grown for industrial purposes - IBÁ - Indústria Brasileira de Árvores,https://iba.org/en/the-sector/planted-trees/trees-grown-for-industrial-purposes/,Area of trees planted by Brazilian state: Piauí = 34 thousand hectares.,Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Araucania,1936,high_suitability_plantation,228426.09999999998,1.0,228426.09999999998,30.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation belt comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Araucanía planted forest area = 652,646 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Araucania,1936,moderate_suitability_plantation,261058.40000000002,0.65,169687.96000000002,30.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation belt comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Araucanía planted forest area = 652,646 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Araucania,1936,restorable_commercial_forest,97896.9,0.4,39158.76,30.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation belt comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Araucanía planted forest area = 652,646 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Araucania,1936,marginal_forestry,65264.600000000006,0.15,9789.69,30.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation belt comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Araucanía planted forest area = 652,646 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Araucania,1936,noncommercial_wooded_land,0.0,0.0,0.0,30.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation belt comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Araucanía planted forest area = 652,646 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Araucania,1936,arid_or_unusable,0.0,0.0,0.0,30.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation belt comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Araucanía planted forest area = 652,646 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Los Rios,1936,high_suitability_plantation,74102.7,1.0,74102.7,20.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Los Ríos planted forest area = 211,722 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Los Rios,1936,moderate_suitability_plantation,84688.8,0.65,55047.72,20.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Los Ríos planted forest area = 211,722 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Los Rios,1936,restorable_commercial_forest,31758.3,0.4,12703.32,20.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Los Ríos planted forest area = 211,722 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Los Rios,1936,marginal_forestry,21172.2,0.15,3175.83,20.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Los Ríos planted forest area = 211,722 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Los Rios,1936,noncommercial_wooded_land,0.0,0.0,0.0,20.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Los Ríos planted forest area = 211,722 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
Los Rios,1936,arid_or_unusable,0.0,0.0,0.0,20.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Temperate plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,Chilean Statistical Yearbook of Forestry 2024 / Anuario Forestal 2024,https://bibliotecadigital.infor.cl/bitstream/handle/20.500.12220/32753/32753.pdf?sequence=6,"Cuadro 2.3 / page 48: Los Ríos planted forest area = 211,722 ha (latest regional stock update 2017).",Proxy-state rationale,,Managed planted-forest comparator only; unmanaged native forest endowment is excluded.
New South Wales,1936,high_suitability_plantation,108500.0,1.0,108500.0,7.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in New South Wales (0.31 million hectares, 29% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
New South Wales,1936,moderate_suitability_plantation,124000.0,0.65,80600.0,7.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in New South Wales (0.31 million hectares, 29% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
New South Wales,1936,restorable_commercial_forest,46500.0,0.4,18600.0,7.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in New South Wales (0.31 million hectares, 29% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
New South Wales,1936,marginal_forestry,31000.0,0.15,4650.0,7.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in New South Wales (0.31 million hectares, 29% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
New South Wales,1936,noncommercial_wooded_land,0.0,0.0,0.0,7.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in New South Wales (0.31 million hectares, 29% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
New South Wales,1936,arid_or_unusable,0.0,0.0,0.0,7.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Softwood plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in New South Wales (0.31 million hectares, 29% of Australia's total softwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
Victoria,1936,high_suitability_plantation,84000.0,1.0,84000.0,11.0,Wood comparator capacity is benchmarked as potential effective commercial forestry land rather than GDP-selected plantation-estate observations.,Mixed plantation comparator. Profile `mixed_plantation` converts the observed commercial estate into a plantation-first potential-capacity mix with a capped restoration allowance.,1.1a.i Forest area by forest type (2023) - DAFF,https://www.agriculture.gov.au/abares/forestsaustralia/sofr/criterion-1/indicator-1.1a.i-forest-area-by-type,"Most commercial softwood plantations are in Victoria (0.24 million hectares, 22% of Australia's total softwood plantation area); most commercial hardwood plantations are also in Victoria (0.17 million hectares, 23% of Australia's total hardwood plantation area).",Proxy-state rationale,,Commercial plantation area only; native forest cover is excluded from the wood denominator family.
