state,state_id,resource,resource_family,vanilla_proxy_state,vanilla_proxy_id,vanilla_cap,current_live_cap,observed_output_x,output_addition_y,plausibility_haircut_z,adjusted_output,denominator_units_per_cap,denominator_status,base_cap,adjusted_cap,minimum_operating_floor_cap,documented_working_floor_eligible,final_audited_cap,status,exception_status,adjustment_key,problem_type,adjustment_reason,earliest_commercial_activity_year,flagship_scale_year,representative_max_year,representative_max_output,year_selection_reason,gdp_geography_used,gdp_geography_level,gdp_anchor_year,gdp_value_at_anchor_year,selected_resource_year,selection_mode,gdp_distance_ratio,gdp_comparability_status,target_estimation_method,interpolation_used,comparator_included_in_denominator,comparator_basket_coverage_share,selection_note,counterevidence_status,counterevidence_note,plausibility_1936_status,observed_output_x_reason,y_basis,y_reason,y_counterevidence_trigger,y_quantification_method,z_reason,audit_class,proxy_kind,proxy_native_unit,proxy_to_slot_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator,calculation_note
West Transvaal,STATE_TRANSVAAL,Fishing,Fishing,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,5950.541160752551,formula-driven,,,,no,0,explicit exception,manual_zero_exception,west-transvaal::fishing,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
West Transvaal,STATE_TRANSVAAL,Gold Mine,Gold Mine,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,4.638038205553189,formula-driven,,,,no,0,explicit exception,manual_zero_exception,west-transvaal::gold-mine,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.
West Transvaal,STATE_TRANSVAAL,Iron Mine,Iron Mine,Transvaal,STATE_TRANSVAAL,60,0,874.3384271678818,0.0,0.0,874.3384271678818,63712.72421147216,formula-driven,0.013723136751550923,0.013723136751550923,,no,1,formula-driven,,,proxy moderation,Kept a one-cap bounded iron row by projecting the 1918 Pretoria pig-iron anchor into the package's common 1940-equivalent frame; Magaliesberg-Marico evidence supports local potential but not a larger commercial basin.,1918,1940,,,The state pass keeps the Pretoria series on the package's shared 1940-equivalent horizon rather than reverting Iron Mine to a closest-to-1936 rule.,South Africa,national,2008,10977.146797,1940,gdp_match,0.6871339677891655,,,no,,,Selected candidate year 1940 because its GDP per capita is closest to the GBR 1940 reference anchor.,supports,Magaliesberg-Marico ore potential confirms local counterfactual support but does not inflate the row beyond the Pretoria-based bounded series.,pass,Observed x uses the Pretoria pig-iron anchor as a bounded local series and projects it into the common 1940-equivalent frame.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No chronology haircut applies because the Pretoria row is already projected to the 1940 target horizon.,proxy,Pretoria pig-iron projection,t output,1918 Pretoria pig-iron output is carried to the 1940 target horizon via the global Iron Mine growth curve so broader Magaliesberg-Marico potential stays bounded rather than becoming direct local history.,Water and Wastewater Management in the Iron and Steel Industry (Ed. 1),https://www.wrc.org.za/wp-content/uploads/mdocs/TT%20705-16.pdf,p. 21: Pretoria West's ferrous ore mine produced approximately 4 000 tonnes of pig iron between 1918 and 1921.,Projected Pretoria 1940 target via global Iron Mine growth rates,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/Spes Bona - A Southern Africa Flavour Pack/Docs/resources/data/raw/growth_anchor_series.csv,The Pretoria pig-iron chain is carried forward to the 1940 target horizon via the package's frozen Iron Mine growth series.,West Transvaal keeps a one-cap bounded iron row within the 1940-equivalent non-land framework; Pretoria history is direct while broader belt evidence remains bounded counterfactual support.
West Transvaal,STATE_TRANSVAAL,Lead Mine,Lead Mine,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,1424.3862580391383,formula-driven,,,,no,0,explicit exception,manual_zero_exception,west-transvaal::lead-mine,geography,"Removed the West Transvaal lead row because the Argent/Transvaal lead district used by the provisional formula lies east of Delmas in Mpumalanga, outside the western split.",,,1923,,The provisional Argent lead anchor was rechecked and rejected for the western split because the reviewed locality evidence places Argent east of Delmas in Mpumalanga.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Broader Transvaal lead claims are not treated as local support when the cited Argent district sits in the eastern split rather than the western Gauteng/Klerksdorp state.,pass,No frozen western-state lead observation survives once the mislocalized Argent anchor is removed from the driving set.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Argent Silver Mine | The South African Archaeological Society,https://www.archaeology.org.za/events/argent-silver-mine,"Directions place Argent on the N12 toward Witbank, about 20 km beyond the Delmas on-ramp, at the Argent-Dwaarsfontein turnoff.","East Trench, Transvaal Mine, Dwarsfontein Farm, Argent, Delmas, Victor Khanye Local Municipality, Nkangala District Municipality, Mpumalanga, South Africa",https://www.mindat.org/loc-53781.html,"The mine locality is listed in Victor Khanye, Nkangala District, Mpumalanga, with Delmas as the nearest settlement.",Explicit zero retained because the only surviving lead target observation was mislocalized to the western split.
West Transvaal,STATE_TRANSVAAL,Sulfur Mine,Sulfur Mine,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,724.5356827022321,formula-driven,,,,no,0,explicit exception,manual_zero_exception,west-transvaal::sulfur-mine,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
West Transvaal,STATE_TRANSVAAL,Whaling,Whaling,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,explicit exception,manual_zero_exception,west-transvaal::whaling,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit zero retained for whaling because the state fails the commercial whaling slot test.
West Transvaal,STATE_TRANSVAAL,Wood,Wood,Transvaal,STATE_TRANSVAAL,5,0,0.0,0.0,0.0,,33257.48168598174,formula-driven,0.0,,,no,0,explicit exception,manual_zero_exception,west-transvaal::wood,,Potential-forestry model keeps this row as an explicit zero exception; wooded land alone does not count as commercial forestry.,,,1936,0.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,,,,,,,,,,,20,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,,,,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows rather than observed plantation-estate area.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,"Gauteng and North West are defined primarily by maize, livestock, mining, and interior plateau farming rather than forestry belts.",Zuidelijk Afrika als landbouw- en visserijregio voor een Victoria 3-mod,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"North West and Gauteng profiles are inland cereal-and-stock systems, not plantation or forest economies.",Explicit zero retained under the potential-forestry model because the audited footprint lacks a defensible commercial forestry belt.
West Transvaal,STATE_TRANSVAAL,Gold Fields (discovered),Gold Fields,Transvaal,STATE_TRANSVAAL,0,0,266.77486233215416,0.0,0.0,,4.638038205553189,formula-driven,57.51890142102341,,,no,0,explicit exception,manual_zero_exception,west-transvaal::gold-fields-discovered,,,,,,,,South Africa,national,2008,10977.146797,1936,gdp_match,0.7210834553440703,,,no,,,Selected candidate year 1936 because its GDP per capita is closest to the GBR 1940 reference anchor.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
West Transvaal,STATE_TRANSVAAL,Gold Fields (undiscovered),Gold Fields,Transvaal,STATE_TRANSVAAL,12,94,,0.0,0.0,,4.638038205553189,formula-driven,,,,no,94,explicit exception,manual_exception,west-transvaal::gold-fields-undiscovered,chronology,Counterevidence keeps Rand gold in the undiscovered slot; the current audited row is held as an explicit exception until the special-field magnitude is reworked.,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Counterevidence says the Rand stays in the undiscovered precious-field slot; the public row remains an explicit exception until the special-field quantification pass is rebuilt.,pass,No direct target observation is currently frozen for this special-field row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Discovery of the Gold in 1884,https://sahistory.org.za/article/discovery-gold-1884,The Rand discovery sequence is explicitly post-1884/1886.,"South Africa: Diamonds, gold, and imperialist intervention (1870–1902)",https://www.britannica.com/place/South-Africa/Diamonds-gold-and-imperialist-intervention-1870-1902,"The article ties the decisive gold boom to the late nineteenth century, well after the start date.","Explicit exception: counterevidence fixes the slot semantics, but the quantitative special-field magnitude still needs a dedicated audit pass."
West Transvaal,STATE_TRANSVAAL,Oil (discovered),Oil,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,explicit exception,manual_zero_exception,west-transvaal::oil-discovered,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Oil (discovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
West Transvaal,STATE_TRANSVAAL,Oil (undiscovered),Oil,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,explicit exception,manual_zero_exception,west-transvaal::oil-undiscovered,counterfactual checked and rejected,Kept oil disabled because the package still lacks a frozen localized petroleum observation or a defended discovery chain for this state.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend an oil slot here and no validated target observation survives the provenance pass.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Oil (undiscovered) row in the proposal registry.,,,,Explicit zero retained for oil until a localized petroleum target row is frozen.
West Transvaal,STATE_TRANSVAAL,Rubber (discovered),Rubber,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,10000.0,formula-driven,,,,no,0,explicit exception,manual_zero_exception,west-transvaal::rubber-discovered,counterfactual checked and rejected,Kept discovered rubber disabled because no localized plantation chain or quantitative target observation survives the current provenance pass.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry does not defend a discovered rubber slot here.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Rubber (discovered) row in the proposal registry.,,,,Explicit zero retained for discovered rubber until localized plantation evidence is frozen.
West Transvaal,STATE_TRANSVAAL,Rubber (undiscovered),Rubber,Transvaal,STATE_TRANSVAAL,0,0,0.0,0.0,0.0,,10000.0,formula-driven,0.0,,,no,0,explicit exception,manual_zero_exception,west-transvaal::rubber-undiscovered,counterfactual checked and rejected,Latent-rubber model keeps this row as an explicit zero exception because the audited state footprint does not support a bounded plantation slot.,,,1936,0.0,Representative year is audited metadata only for the latent-rubber land-capacity model; rubber no longer uses GDP-selected output rows here.,,,,,,,,,,,20,,Rubber (undiscovered) is audited from direct effective commercial plantation hectares rather than GDP-selected latex output.,supports,Proposal registry rejects a latent rubber slot here; broad tropical suitability is not enough to keep the cap enabled.,pass,Rubber (undiscovered) now uses direct effective commercial plantation hectares from audited rubber land-class rows.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,West Transvaal / Rubber (undiscovered) row in the proposal registry.,Southern Africa comparator states ranked per region,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/southern_africa_comparator_states_ranked_per_region.md,West Transvaal analogues are interior mixed-farming states rather than tropical plantation belts.,Explicit zero retained under the latent-rubber model because the audited state footprint does not support a bounded plantation slot.
Eastern Transvaal,STATE_EAST_TRANSVAAL,Arable Land,Arable Land,Transvaal,STATE_TRANSVAAL,50,35,2054375.0,0.0,0.0,2054375.0,55714.28571428572,formula-driven,36.87339743589743,36.87339743589743,,no,37,formula-driven,,,,Land-capacity model uses direct effective commercial hectares; legacy output-gap uplift is retired.,,,1936,,Arable land capacity is audited as broad plausible 1936 commercial potential rather than GDP-selected realized output.,,,,,,,,,,,12,,Arable land is audited from direct effective commercial agricultural hectares rather than GDP-selected crop output.,supports,Eastern Transvaal stays in the high-arable eastern belt once the Mpumalanga lowveld-escarpment and Swaziland crop evidence are read as one bounded state footprint.,pass,Observed x is direct effective commercial agricultural hectares from audited land-class rows bounded to the eastern Mpumalanga-Eswatini footprint.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,Mpumalanga Provincial Agriculture and Land Administration Annual Performance Plan 2007/08,https://www.treasury.gov.za/documents/provincial%20budget/2007/Annual%20Performance%20Plans/MPU/MPU%20-%20APP%202007-08%20-%20Vote%2005%20-%20Agric%20%26%20Land%20Admin.pdf,"P40: Mbombela produces maize, wheat, sugarcane, tobacco, vegetables, citrus, subtropical fruits, bananas, coffee, nuts, and tea; Umjindi produces tobacco, bananas, sugar, citrus, and other subtropical crops.",Annual Report of the Colonies. Swaziland 1935,https://libsysdigi.library.illinois.edu/ilharvest/Africana/Books2011-05/469190/469190_1935/469190_1935_opt.pdf,"P9-P10: the most important crops were maize, kaffir corn, cotton, and tobacco; tobacco output reached 261,794 lb and seed-cotton output 200,068 lb in 1935.",Arable now uses direct land-capacity x with no legacy output-gap Y or GDP/output smoothing.
Eastern Transvaal,STATE_EAST_TRANSVAAL,Coal Mine,Coal Mine,Transvaal,STATE_TRANSVAAL,104,104,48513646.1049103,0.0,0.0,48513646.1049103,468047.3434204712,formula-driven,103.65115150611587,103.65115150611587,,no,104,formula-driven,,,,,,,,,,South Africa,national,2008,10977.146797,2008,gdp_match,0.004497327690336697,,,no,,,Selected candidate year 2008 because its GDP per capita is closest to the GBR 1940 reference anchor.,,,,,,,,,,,,,,,,,,,,
Eastern Transvaal,STATE_EAST_TRANSVAAL,Fishing,Fishing,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,5950.541160752551,formula-driven,,,,no,0,explicit exception,manual_zero_exception,eastern-transvaal::fishing,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
Eastern Transvaal,STATE_EAST_TRANSVAAL,Gold Mine,Gold Mine,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,4.638038205553189,formula-driven,,,,no,0,explicit exception,manual_zero_exception,eastern-transvaal::gold-mine,counterfactual checked and rejected,Kept the gold-mine slot at zero because there is no frozen target observation for a commercial gold-mine row in this state and the proposal registry does not defend one for the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a standalone gold-mine slot here; any gold-family logic for this state stays out of the capped row until direct target evidence is frozen.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Transvaal / Gold Mine row in the proposal registry.,mining research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/mining research.md,Use alongside the proposal registry for state-level mining plausibility checks.,Explicit zero retained for Gold Mine despite a live comparator family because the target-side evidence chain is still absent.
Eastern Transvaal,STATE_EAST_TRANSVAAL,Iron Mine,Iron Mine,Transvaal,STATE_TRANSVAAL,60,0,461343.0856535454,0.0,121077.55723777685,340265.5284157685,63712.72421147216,formula-driven,7.240988222733625,5.340621243668311,,no,6,quantified adjustment,,eastern-transvaal::iron-mine,proxy moderation,Kept a bounded Eastern Transvaal iron row by retaining the 1964-1969 Ngwenya commercial chain inside the package's common 1940-equivalent frame; chronology Z handles the late start and keeps the row small.,1964,1969,1969,2200000.0,Representative year stays at 1969 because the package keeps Iron Mine inside the shared 1940-equivalent frame and the Ngwenya plateau is the closest GDP-selected commercial observation; chronology Z then penalizes the late 1964 start rather than reverting to a closest-to-1936 rule.,South Africa,national,2008,10977.146797,1969,gdp_match,0.42441434846266474,,,no,,,Selected candidate year 1969 because its GDP per capita is closest to the GBR 1940 reference anchor.,supports,"Ngwenya's commercial chain reveals bounded eastern escarpment iron potential, but it remains counterfactual support rather than direct 1936 in-state history because the mine sits across the Swaziland border and commercial output begins after 1940.",pass,Observed x uses the 1964 contract-average and 1969 plateau as a bounded Ngwenya commercial series normalized inside the common 1940-equivalent Iron Mine frame.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,Universal quantity-resource Z moderates the bounded Ngwenya proxy because the eastern commercial chain begins in 1964 while the representative benchmark sits in 1969.,proxy,Ngwenya regional iron-output proxy,t output,Commercial Ngwenya output is used as a bounded eastern escarpment proxy for the Eastern Transvaal iron row because no wholly in-state frozen mine-output chain survives.,Appraisal of a Railway Project in Swaziland,https://documents1.worldbank.org/curated/en/849141468340836597/pdf/multi0page.pdf,Original contract envisaged 15 million tons of iron ore over 1964-1974; used here as a 1.5Mt annualized early commercial anchor.,Swaziland Railways Project,https://documents1.worldbank.org/curated/en/344311468312334167/pdf/multi0page.pdf,Production was described as steady at about 2.2 million tons per annum since 1969.,Eastern Transvaal keeps a bounded Ngwenya iron row within the 1940-equivalent non-land framework; the 1969 benchmark is retained and chronology Z prevents late commercial output from becoming a large 1936-equivalent cap.
Eastern Transvaal,STATE_EAST_TRANSVAAL,Lead Mine,Lead Mine,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,1424.3862580391383,formula-driven,,,,no,0,explicit exception,manual_zero_exception,eastern-transvaal::lead-mine,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
Eastern Transvaal,STATE_EAST_TRANSVAAL,Sulfur Mine,Sulfur Mine,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,724.5356827022321,formula-driven,,,,no,0,explicit exception,manual_zero_exception,eastern-transvaal::sulfur-mine,,,,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,,,,,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,,,,,,,,,,,
Eastern Transvaal,STATE_EAST_TRANSVAAL,Whaling,Whaling,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,,denominator_unavailable,,,,no,0,explicit exception,manual_zero_exception,eastern-transvaal::whaling,counterfactual checked and rejected,Kept whaling disabled because the reviewed proposal registry and fisheries research do not identify this state as a meaningful commercial whaling producer in the 1836-1936 horizon.,,,1936,,No GDP-selected target row is used here; this non-land row is held as an explicit audited exception until localized quantitative evidence is frozen.,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Proposal registry rejects a whaling slot here after checking the state against the family-level South Atlantic and Cape/Namibia whaling logic.,pass,"No frozen quantitative target observation survives the validation pass for this row, so x is not formula-driven.",,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,resource_proposal.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/resource_proposal.md,Eastern Transvaal / Whaling row in the proposal registry.,agriculture and fisheries research.md,/Users/depro/Documents/Paradox Interactive/Victoria 3/mod/References/research/agriculture and fisheries research.md,"Whaling section: keep the family on the Atlantic and Cape side, not as a generic slot for the whole coast or inland states.",Explicit zero retained for whaling because the state fails the commercial whaling slot test.
Eastern Transvaal,STATE_EAST_TRANSVAAL,Wood,Wood,Transvaal,STATE_TRANSVAAL,5,11,355000.0,0.0,0.0,355000.0,33257.48168598174,formula-driven,10.674289874137855,10.674289874137855,,no,11,formula-driven,,,,Potential-forestry model replaces observed plantation estate area with direct effective commercial forestry hectares.,,,1936,355000.0,Representative year is audited metadata only for the forestry-capacity model; wood no longer uses GDP-selected plantation-estate rows.,,,,,,,,,,,20,,Wood is audited from direct effective commercial forestry hectares rather than GDP-selected plantation-estate observations.,supports,Eastern Transvaal has direct managed-forestry support from both the plantation totals and the eastern plantation districts.,pass,Wood now uses direct effective commercial forestry hectares from audited wood land-class rows rather than observed plantation-estate area.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,direct,,,,Report on Commercial Timber Resources and Primary Roundwood Processing in South Africa 2019/2020,https://www.dffe.gov.za/sites/default/files/reports/research/forestry/annualreport_commercialtimberresources_primaryroundwoodprocessing2019to2020.pdf,"Table 20: Mpumalanga plantation area in 2019/20 = 348,111 ha.",Mpumalanga Provincial Agriculture and Land Administration Annual Performance Plan 2007/08,https://www.treasury.gov.za/documents/provincial%20budget/2007/Annual%20Performance%20Plans/MPU/MPU%20-%20APP%202007-08%20-%20Vote%2005%20-%20Agric%20%26%20Land%20Admin.pdf,P40: Exotic forest plantations cover a large part of Mbombela and Umjindi; the Ngodwana SAPPI pulp and paper plant is the largest of its type in Southern Africa.,Wood now uses direct effective commercial forestry hectares with plantation-first potential and capped restoration allowances.
Eastern Transvaal,STATE_EAST_TRANSVAAL,Gold Fields (discovered),Gold Fields,Transvaal,STATE_TRANSVAAL,0,0,,0.0,0.0,,4.638038205553189,formula-driven,,,,no,0,explicit exception,manual_zero_exception,eastern-transvaal::gold-fields-discovered,chronology,Removed the start-date discovered gold-field row because the state's recorded gold rushes begin after 1873 rather than existing as an already discovered 1836 field.,,,1936,,"The discovered slot is audited against the 1836 start date, and Eastern Transvaal's documented gold rushes begin only with Pilgrim's Rest in 1873 and Barberton in 1884.",South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,"Pilgrim's Rest and Barberton belong in the late-discovery precious-field logic, not in the 1836 discovered slot.",pass,No direct target observation is frozen for the start-date discovered slot; the state's gold evidence is chronological rather than an 1836 output anchor.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Pilgrims Rest - Mpumalanga Museums,https://museums.mpg.gov.za/pilgrims-rest/,Pilgrim's Rest was the site of South Africa's first major gold rush in 1873.,Nelspruit Timeline 1815-1996 | South African History Online,https://sahistory.org.za/article/nelspruit-timeline-1815-1996,1873: gold is discovered in Pilgrims Rest; 1884: Barberton is established with the discovery of the Sheba reef.,"Explicit zero retained for the discovered slot because Eastern Transvaal's goldfields are late discoveries and are carried, if at all, by the undiscovered row."
Eastern Transvaal,STATE_EAST_TRANSVAAL,Gold Fields (undiscovered),Gold Fields,Transvaal,STATE_TRANSVAAL,12,4,,0.0,0.0,,4.638038205553189,formula-driven,,,,no,4,explicit exception,manual_special_field_exception,eastern-transvaal::gold-fields-undiscovered,chronology,"Restored a small undiscovered precious-field row because the redesign deleted Pilgrim's Rest, Barberton, and northwestern Swaziland latent gold potential through missing target observations rather than counterevidence.",,,,,,South Africa,national,2008,10977.146797,,gdp_match,,,,no,,,No direct target observation is frozen for this row; the state GDP anchor is recorded for audit context only.,supports,Eastern Transvaal still carries late precious-field potential because the state includes the post-1873 Pilgrim's Rest/Barberton sequence and the northwestern Swaziland gold belt.,pass,No direct target observation is currently frozen for this special-field row.,,No upward addition.,No counterevidence-triggered addition.,No upward addition.,No downward plausibility haircut.,exception,,,,Swaziland Mineral Resources Summary,https://www.gov.sz/images/stories/mining/Swaziland%20Mineral%20Resources%20Summary.pdf,"P14: gold occurrences in northwestern Swaziland were discovered over 100 years ago; mining occurred chiefly from 1882 to 1914 and 1920 to 1967, with reserves still remaining.",Nelspruit Timeline 1815-1996 | South African History Online,https://sahistory.org.za/article/nelspruit-timeline-1815-1996,1873: gold is discovered in Pilgrims Rest; 1884: Barberton is established with the discovery of the Sheba reef.,Explicit special-field exception retained at 4: chronology and localized goldfield evidence justify late precious-field potential even without a direct slot-quantification series.
