comparator_geography,benchmark_state_id,representative_year,land_class,raw_area_ha,effective_weight,effective_area_ha,benchmark_vanilla_rubber_cap,year_selection_reason,capacity_note,citation_1_title,citation_1_url,citation_1_locator,citation_2_title,citation_2_url,citation_2_locator
North Angola,STATE_NORTH_ANGOLA,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NORTH_ANGOLA latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Gold Coast,STATE_GOLD_COAST,1936,high_suitability_plantation,129411.76470588235,1.0,129411.76470588235,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_GOLD_COAST latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Gold Coast,STATE_GOLD_COAST,1936,moderate_suitability_plantation,129411.76470588235,0.6,77647.05882352941,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_GOLD_COAST latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Gold Coast,STATE_GOLD_COAST,1936,marginal_suitability_plantation,64705.882352941175,0.2,12941.176470588236,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_GOLD_COAST latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Gold Coast,STATE_GOLD_COAST,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_GOLD_COAST latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Guinea,STATE_GUINEA,1936,high_suitability_plantation,164705.88235294117,1.0,164705.88235294117,28.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_GUINEA latent rubber cap = 28 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Guinea,STATE_GUINEA,1936,moderate_suitability_plantation,164705.88235294117,0.6,98823.5294117647,28.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_GUINEA latent rubber cap = 28 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Guinea,STATE_GUINEA,1936,marginal_suitability_plantation,82352.94117647059,0.2,16470.58823529412,28.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_GUINEA latent rubber cap = 28 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Guinea,STATE_GUINEA,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,28.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_GUINEA latent rubber cap = 28 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Sierra Leone,STATE_SIERRA_LEONE,1936,high_suitability_plantation,164705.88235294117,1.0,164705.88235294117,28.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_SIERRA_LEONE latent rubber cap = 28 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Sierra Leone,STATE_SIERRA_LEONE,1936,moderate_suitability_plantation,164705.88235294117,0.6,98823.5294117647,28.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_SIERRA_LEONE latent rubber cap = 28 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Sierra Leone,STATE_SIERRA_LEONE,1936,marginal_suitability_plantation,82352.94117647059,0.2,16470.58823529412,28.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_SIERRA_LEONE latent rubber cap = 28 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Sierra Leone,STATE_SIERRA_LEONE,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,28.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_SIERRA_LEONE latent rubber cap = 28 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Liberia,STATE_LIBERIA,1936,high_suitability_plantation,117647.0588235294,1.0,117647.0588235294,20.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_LIBERIA latent rubber cap = 20 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Liberia,STATE_LIBERIA,1936,moderate_suitability_plantation,117647.0588235294,0.6,70588.23529411764,20.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_LIBERIA latent rubber cap = 20 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Liberia,STATE_LIBERIA,1936,marginal_suitability_plantation,58823.5294117647,0.2,11764.70588235294,20.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_LIBERIA latent rubber cap = 20 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Liberia,STATE_LIBERIA,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,20.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_LIBERIA latent rubber cap = 20 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Windward Coast,STATE_WINDWARD_COAST,1936,high_suitability_plantation,129411.76470588235,1.0,129411.76470588235,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_WINDWARD_COAST latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Windward Coast,STATE_WINDWARD_COAST,1936,moderate_suitability_plantation,129411.76470588235,0.6,77647.05882352941,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_WINDWARD_COAST latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Windward Coast,STATE_WINDWARD_COAST,1936,marginal_suitability_plantation,64705.882352941175,0.2,12941.176470588236,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_WINDWARD_COAST latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Windward Coast,STATE_WINDWARD_COAST,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_WINDWARD_COAST latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Niger Delta,STATE_NIGER_DELTA,1936,high_suitability_plantation,129411.76470588235,1.0,129411.76470588235,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NIGER_DELTA latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Niger Delta,STATE_NIGER_DELTA,1936,moderate_suitability_plantation,129411.76470588235,0.6,77647.05882352941,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NIGER_DELTA latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Niger Delta,STATE_NIGER_DELTA,1936,marginal_suitability_plantation,64705.882352941175,0.2,12941.176470588236,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NIGER_DELTA latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Niger Delta,STATE_NIGER_DELTA,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,22.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NIGER_DELTA latent rubber cap = 22 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Nigeria,STATE_NIGERIA,1936,high_suitability_plantation,141176.47058823527,1.0,141176.47058823527,24.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NIGERIA latent rubber cap = 24 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Nigeria,STATE_NIGERIA,1936,moderate_suitability_plantation,141176.47058823527,0.6,84705.88235294116,24.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NIGERIA latent rubber cap = 24 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Nigeria,STATE_NIGERIA,1936,marginal_suitability_plantation,70588.23529411764,0.2,14117.647058823528,24.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NIGERIA latent rubber cap = 24 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Nigeria,STATE_NIGERIA,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,24.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_NIGERIA latent rubber cap = 24 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Togo,STATE_TOGO,1936,high_suitability_plantation,117647.0588235294,1.0,117647.0588235294,20.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_TOGO latent rubber cap = 20 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Togo,STATE_TOGO,1936,moderate_suitability_plantation,117647.0588235294,0.6,70588.23529411764,20.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_TOGO latent rubber cap = 20 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Togo,STATE_TOGO,1936,marginal_suitability_plantation,58823.5294117647,0.2,11764.70588235294,20.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_TOGO latent rubber cap = 20 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
Togo,STATE_TOGO,1936,unsuitable_or_noncommercial,0.0,0.0,0.0,20.0,Rubber comparator capacity is benchmarked as potential effective commercial plantation land rather than GDP-selected realized latex output.,Vanilla latent-rubber benchmark state seeded with the `mixed_tropical` tropical plantation profile; effective hectares per cap are held on the v3 latent-rubber denominator.,Victoria 3 vanilla state_regions rubber benchmark,,STATE_TOGO latent rubber cap = 20 in the shipped vanilla state file.,Comparator profile rationale,,Profile `mixed_tropical` distributes effective rubber hectares across high/moderate/marginal plantation suitability rather than treating vanilla cap as direct estate area.
